1.887916667,New Point
2.457895833,New Point
3.023520833,New Point
3.604437500,New Point
4.178125000,New Point
4.603666667,New Point
4.901666667,New Point
4.949583333,New Point
5.003125000,New Point
5.153250000,New Point
5.298062500,New Point
5.689520833,New Point
5.853645833,New Point
6.121312500,New Point
6.247479167,New Point
6.400125000,New Point
6.809770833,New Point
7.079250000,New Point
7.133062500,New Point
7.182541667,New Point
7.334937500,New Point
7.474750000,New Point
7.868729167,New Point
8.033854167,New Point
8.297708333,New Point
8.416916667,New Point
8.572458333,New Point
8.986375000,New Point
9.269541667,New Point
9.319250000,New Point
9.376291667,New Point
9.527500000,New Point
9.659791667,New Point
10.045583333,New Point
10.210958333,New Point
10.472000000,New Point
10.589541667,New Point
10.746020833,New Point
11.154500000,New Point
11.434937500,New Point
11.489770833,New Point
11.541687500,New Point
11.693937500,New Point
11.832333333,New Point
12.231625000,New Point
12.394833333,New Point
12.656770833,New Point
12.780395833,New Point
12.933520833,New Point
13.340875000,New Point
13.631125000,New Point
13.689625000,New Point
13.739625000,New Point
13.891250000,New Point
14.027375000,New Point
14.432875000,New Point
14.590500000,New Point
14.847500000,New Point
14.971000000,New Point
15.128000000,New Point
15.538000000,New Point
15.823875000,New Point
15.880125000,New Point
15.926500000,New Point
16.079625000,New Point
16.225625000,New Point
16.635125000,New Point
16.794500000,New Point
17.050250000,New Point
17.175500000,New Point
17.328875000,New Point
17.749750000,New Point
18.023000000,New Point
18.078000000,New Point
18.124000000,New Point
18.272000000,New Point
18.410750000,New Point
18.818625000,New Point
18.980750000,New Point
19.236625000,New Point
19.358125000,New Point
19.515000000,New Point
19.939250000,New Point
20.213250000,New Point
20.276125000,New Point
20.319125000,New Point
20.469500000,New Point
20.601625000,New Point
21.007875000,New Point
21.166750000,New Point
21.427125000,New Point
21.552750000,New Point
21.706125000,New Point
22.123250000,New Point
22.395500000,New Point
22.455750000,New Point
22.498000000,New Point
22.647000000,New Point
22.795125000,New Point
23.200000000,New Point
23.365333333,New Point
23.615166667,New Point
23.740000000,New Point
23.900916667,New Point
24.314750000,New Point
24.586666667,New Point
24.645666667,New Point
24.697000000,New Point
24.849500000,New Point
24.982750000,New Point
25.393083333,New Point
25.545166667,New Point
25.800416667,New Point
25.924583333,New Point
26.082916667,New Point
26.511750000,New Point
26.785750000,New Point
26.840916667,New Point
26.889583333,New Point
27.034750000,New Point
27.169666667,New Point
27.564583333,New Point
27.729000000,New Point
27.991583333,New Point
28.105916667,New Point
28.267250000,New Point
28.678083333,New Point
28.954666667,New Point
29.009500000,New Point
29.061166667,New Point
29.210750000,New Point
29.340250000,New Point
29.740000000,New Point
29.899250000,New Point
30.167583333,New Point
30.293312500,New Point
30.444604167,New Point
30.863729167,New Point
31.142708333,New Point
31.202791667,New Point
31.253833333,New Point
31.403604167,New Point
31.544625000,New Point
31.950333333,New Point
32.114541667,New Point
32.378500000,New Point
32.504500000,New Point
32.657187500,New Point
33.082729167,New Point
33.357333333,New Point
33.415875000,New Point
33.462500000,New Point
33.613375000,New Point
33.749250000,New Point
34.151750000,New Point
34.313000000,New Point
34.567750000,New Point
34.694437500,New Point
34.849312500,New Point
35.263500000,New Point
35.543062500,New Point
35.600562500,New Point
35.647687500,New Point
35.800208333,New Point
35.939375000,New Point
36.343875000,New Point
36.506875000,New Point
36.767250000,New Point
36.896125000,New Point
37.049875000,New Point
37.467500000,New Point
37.738750000,New Point
37.802333333,New Point
37.850166667,New Point
38.002416667,New Point
38.142125000,New Point
38.543750000,New Point
38.706791667,New Point
38.970500000,New Point
39.099520833,New Point
39.249875000,New Point
39.677604167,New Point
39.948125000,New Point
40.006166667,New Point
40.060562500,New Point
40.211208333,New Point
40.349458333,New Point
40.751562500,New Point
40.917916667,New Point
41.168020833,New Point
41.296375000,New Point
41.453125000,New Point
41.870500000,New Point
42.144750000,New Point
42.200125000,New Point
42.254875000,New Point
42.408625000,New Point
42.553375000,New Point
42.955375000,New Point
43.121000000,New Point
43.378875000,New Point
43.509625000,New Point
43.658875000,New Point
44.067000000,New Point
44.352625000,New Point
44.417000000,New Point
44.464375000,New Point
44.615875000,New Point
44.755750000,New Point
45.153750000,New Point
45.314250000,New Point
45.579375000,New Point
45.716500000,New Point
45.860250000,New Point
46.286625000,New Point
46.557875000,New Point
46.614625000,New Point
46.669625000,New Point
46.820750000,New Point
46.967625000,New Point
47.367375000,New Point
47.530875000,New Point
47.791500000,New Point
47.926875000,New Point
48.072875000,New Point
48.485125000,New Point
48.769250000,New Point
48.830750000,New Point
48.878250000,New Point
49.025500000,New Point
49.164750000,New Point
