1.881145833,New Point
2.419500000,New Point
2.989583333,New Point
3.549375000,New Point
3.956250000,New Point
4.116250000,New Point
4.388062500,New Point
4.856812500,New Point
4.971750000,New Point
5.240250000,New Point
5.507062500,New Point
5.811187500,New Point
6.219187500,New Point
6.371812500,New Point
6.637312500,New Point
7.069687500,New Point
7.184812500,New Point
7.452000000,New Point
7.715437500,New Point
8.003625000,New Point
8.383312500,New Point
8.533875000,New Point
8.800312500,New Point
9.224250000,New Point
9.329250000,New Point
9.605062500,New Point
9.875062500,New Point
10.157062500,New Point
10.562062500,New Point
10.708312500,New Point
10.959375000,New Point
11.412750000,New Point
11.522625000,New Point
11.793750000,New Point
12.054000000,New Point
12.335437500,New Point
12.737625000,New Point
12.887062500,New Point
13.150687500,New Point
13.599750000,New Point
13.705500000,New Point
13.973812500,New Point
14.243437500,New Point
14.522625000,New Point
14.921062500,New Point
15.071437500,New Point
15.337500000,New Point
15.772125000,New Point
15.883687500,New Point
16.156500000,New Point
16.430833333,New Point
16.720666667,New Point
17.122833333,New Point
17.273500000,New Point
17.546333333,New Point
18.015000000,New Point
18.122666667,New Point
18.396000000,New Point
18.650500000,New Point
18.938500000,New Point
19.329333333,New Point
19.475166667,New Point
19.733000000,New Point
20.174000000,New Point
20.289500000,New Point
20.556666667,New Point
20.823833333,New Point
21.110833333,New Point
21.511000000,New Point
21.659166667,New Point
21.927750000,New Point
22.384500000,New Point
22.479000000,New Point
22.749000000,New Point
23.010000000,New Point
23.297250000,New Point
23.685000000,New Point
23.840250000,New Point
24.112500000,New Point
24.570000000,New Point
24.668250000,New Point
24.926250000,New Point
25.204500000,New Point
25.493250000,New Point
25.881750000,New Point
26.034000000,New Point
26.309250000,New Point
26.748000000,New Point
26.855250000,New Point
27.127500000,New Point
27.386250000,New Point
27.675750000,New Point
28.061250000,New Point
28.220250000,New Point
28.489500000,New Point
28.909500000,New Point
29.016750000,New Point
29.294250000,New Point
29.565000000,New Point
29.845500000,New Point
30.238500000,New Point
30.393000000,New Point
30.669000000,New Point
31.092750000,New Point
31.206000000,New Point
31.477500000,New Point
31.752750000,New Point
32.032500000,New Point
32.439000000,New Point
32.595000000,New Point
32.874750000,New Point
33.298500000,New Point
33.422250000,New Point
33.701250000,New Point
33.969000000,New Point
34.261500000,New Point
34.662750000,New Point
34.809750000,New Point
35.070000000,New Point
35.490750000,New Point
35.605500000,New Point
35.886000000,New Point
36.153750000,New Point
36.447750000,New Point
36.843000000,New Point
36.997500000,New Point
37.272750000,New Point
37.697250000,New Point
37.817250000,New Point
38.085750000,New Point
38.350500000,New Point
38.630250000,New Point
39.028500000,New Point
39.183750000,New Point
39.460500000,New Point
39.885750000,New Point
40.014000000,New Point
40.290000000,New Point
40.554000000,New Point
40.850250000,New Point
41.244750000,New Point
41.394000000,New Point
41.673750000,New Point
42.096750000,New Point
42.225750000,New Point
42.497250000,New Point
42.765000000,New Point
43.047750000,New Point
43.449000000,New Point
43.606500000,New Point
43.873500000,New Point
44.302500000,New Point
44.418750000,New Point
44.701500000,New Point
44.967750000,New Point
45.255000000,New Point
45.653250000,New Point
45.818250000,New Point
46.077750000,New Point
46.539750000,New Point
46.650000000,New Point
46.926750000,New Point
47.178000000,New Point
47.482500000,New Point
47.857500000,New Point
48.033000000,New Point
